Company,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Country,Stage,Funds_Raised_USD
Signicat,Trondheim,Security,,,02/11/2022,https://www.signicat.com/press-releases/signicat-to-realize-cost-synergies,Norway,Acquired,8
Argo AI,SF Bay Area,Transportation,259,,01/11/2022,https://www.bizjournals.com/sanjose/news/2023/01/03/argo-ai-lays-off-259-palo-alto-employes.html,United States,Unknown,3600
Booking.com,Grand Rapids,Travel,226,,01/11/2022,https://www.crainsdetroit.com/west-michigan/bookingcom-close-grand-rapids-area-facility-lay-226,United States,Acquired,
Oracle,SF Bay Area,Other,200,,01/11/2022,https://www.businessinsider.com/oracle-cloud-infrastructure-layoffs-200-employees-2022-11?IR=T,United States,Post-IPO,
Upstart,SF Bay Area,Finance,140,0.07,01/11/2022,https://techcrunch.com/2022/11/01/upstart-layoffs/,United States,Post-IPO,144
Gem,SF Bay Area,Recruiting,100,0.33,01/11/2022,https://www.theinformation.com/briefings/recruiting-startup-gem-cuts-a-third-of-workforce,United States,Series C,148
Oda,"Oslo, Non-U.S.",Food,70,0.18,01/11/2022,https://www.dn.no/handel/oda/oda-kutter-70-arsverk-ma-ha-ny-milliardinnsproytning/2-1-1344693?zephr_sso_ott=mwDa9x,Sweden,Unknown,377
Oda,"Oslo, Non-U.S.",Food,70,0.18,01/11/2022,https://shifter.no/nyheter/oda-sparker-70-og-henter-15-milliarder-kroner/262587,Norway,Unknown,477
Oda,"Oslo, Non-U.S.",Food,70,0.06,01/11/2022,https://norway.postsen.com/local/62256/Oda-lays-off-employees-to-collect-billions-of-dollars-%E2%80%93-E24.html,Norway,Unknown,479
Hootsuite,"Vancouver, Non-U.S.",Marketing,50,0.05,01/11/2022,Internal memo,Canada,Series C,300
Drop,"Toronto, Non-U.S.",Marketing,24,,01/11/2022,Internal memo,Canada,Series B,56
Tapps Games,"Sao Paulo, Non-U.S.",Consumer,10,,01/11/2022,https://dropsdejogos.uai.com.br/noticias/indie/tapps-games-demissoes/,Brazil,Unknown,
Brightline,SF Bay Area,Healthcare,,0.2,01/11/2022,https://bhbusiness.com/2022/11/01/virtual-pediatric-behavioral-health-startup-brightline-cuts-20-of-its-staff/,United States,Series C,212
Help Scout,Boston,Support,,,01/11/2022,https://www.linkedin.com/feed/update/urn:li:activity:6992877901922590720/,United States,Series B,28
Kry,"Stockholm, Non-U.S.",Healthcare,300,0.1,31/10/2022,https://www.dn.se/ekonomi/kry-sager-upp-runt-300-anstallda/,Sweden,Series D,568
Notarize,Boston,Legal,60,,31/10/2022,https://www.bizjournals.com/boston/news/2022/10/31/notarize-another-round-layoffs-this-year.html,United States,Series D,213
EquityZen,New York City,Finance,30,0.27,31/10/2022,https://www.axios.com/2022/10/31/scoop-layoffs-hit-startup-stock-marketplace-equityzen,United States,Series B,11
Equitybee,SF Bay Area,Finance,25,0.2,31/10/2022,https://www.calcalistech.com/ctechnews/article/hkrqontns,United States,Series B,85
Dukaan,"Bengaluru, Non-U.S.",Retail,23,,31/10/2022,https://www.vccircle.com/saasplatform-dukaan-lays-off-23-employees,India,Series A,17
Doubtnut,"Gurugram, Non-U.S.",Education,,0.3,31/10/2022,https://entrackr.com/2023/04/exclusive-doubtnut-slashes-costs-by-80-raises-2-5-mn-in-internal-round/,India,Series B,49
Amazon,Seattle,Retail,150,,28/10/2022,https://www.geekwire.com/2022/amazon-makes-staff-cuts-at-amp-the-app-it-launched-this-year-to-reimagine-radio/,United States,Post-IPO,108
Fifth Season,Pittsburgh,Food,100,1,28/10/2022,https://www.bizjournals.com/pittsburgh/news/2022/10/29/vertical-farming-startup-fifth-season-shuts-down.html,United States,Series B,35
Advata,Seattle,Healthcare,32,0.21,28/10/2022,https://www.geekwire.com/2022/seattle-area-health-data-analytics-company-advata-lays-off-employees/,United States,,
Springlane,"Düsseldorf, Non-U.S.",Food,,0.35,28/10/2022,https://www.linkedin.com/posts/marius-till-fritzsche-4535214_90-30-40-das-ist-unser-wachstum-der-activity-6991732141092970496-owuK/,Germany,Series C,11
RenoRun,"Montreal, Non-U.S.",Construction,210,0.43,27/10/2022,https://www.theglobeandmail.com/business/article-renorun-canadian-tech-layoffs/,Canada,Series B,163
Recharge,Los Angeles,Finance,84,0.17,27/10/2022,https://rechargepayments.com/blog/a-message-from-oisin/,United States,Series B,277
Lattice,SF Bay Area,HR,13,,27/10/2022,Internal memo,United States,Series F,328
GoNuts,"Mumbai, Non-U.S.",Media,,1,27/10/2022,https://inc42.com/buzz/celebrity-engagement-startup-gonuts-shut-operations/,India,Seed,
Spreetail,Austin,Retail,,,27/10/2022,https://www.wearespreetail.com/blog/a-message-from-global-ceo-brett-thome,United States,,
Seagate,SF Bay Area,Hardware,3000,0.08,26/10/2022,https://www.cnbc.com/2022/10/26/seagate-will-cut-3000-employees-in-latest-sign-of-major-pc-and-cloud-slowdown.html,United States,Post-IPO,
MindBody,San Luis Obispo,Fitness,400,0.15,26/10/2022,https://www.sanluisobispo.com/news/business/article267890657.html,United States,Post-IPO,114
Zillow,Seattle,Real Estate,300,0.05,26/10/2022,https://techcrunch.com/2022/10/26/zillow-layoff-300-employees/,United States,Post-IPO,97
Cybereason,Boston,Security,200,0.17,26/10/2022,https://www.calcalistech.com/ctechnews/article/sjspj00uvs,United States,Series F,750
Argo AI,Pittsburgh,Transportation,173,,26/10/2022,https://www.autonews.com/mobility-report/argo-ai-lay-173-startup-folds,United States,Unknown,3600
GoFundMe,SF Bay Area,Finance,94,0.12,26/10/2022,https://www.gofundme.com/c/announcement,United States,Series A,
Carbon,SF Bay Area,Hardware,,,26/10/2022,https://3dprint.com/295233/layoffs-continue-with-3d-printing-double-unicorn-carbon/,United States,Series E,683
Fundbox,SF Bay Area,Finance,150,0.42,25/10/2022,https://www.calcalistech.com/ctechnews/article/sypou4svi,United States,Series D,553
Embroker,SF Bay Area,Finance,30,0.12,25/10/2022,https://www.theinsurer.com/news/insurtech-embroker-lays-off-12-of-global-workforce/25922.article,United States,Series C,142
Vee,"Tel Aviv, Non-U.S.",HR,17,0.5,25/10/2022,https://www.calcalistech.com/ctechnews/article/hju1ylrnj,Israel,Seed,15
Callisto Media,SF Bay Area,Media,,0.35,25/10/2022,https://www.publishersweekly.com/pw/by-topic/industry-news/publisher-news/article/90722-after-massive-july-layoff-callisto-media-cuts-staff-further.html,United States,Series D,
Convoy,Seattle,Logistics,,,25/10/2022,https://www.geekwire.com/2022/convoy-lays-off-more-employees-as-part-of-reorganization-at-seattle-trucking-startup/,United States,Series E,1100
Philips,"Amsterdam, Non-U.S.",Healthcare,4000,0.05,24/10/2022,https://www.reuters.com/business/philips-cut-4000-jobs-after-medical-equipment-recall-2022-10-24/,Netherlands,Post-IPO,
Cerebral,SF Bay Area,Healthcare,400,0.2,24/10/2022,https://techcrunch.com/2022/10/24/telehealth-unicorn-cerebral-lays-off-20-of-staff-for-operational-efficiencies/,United States,Series C,462
Snyk,Boston,Security,198,0.14,24/10/2022,https://en.globes.co.il/en/article-cybersecurity-co-snyk-laying-off-14-of-workforce-1001427487,United States,Series F,849
McMakler,"Berlin, Non-U.S.",Real Estate,100,,24/10/2022,https://www.businessinsider.de/gruenderszene/business/mcmakler-neue-massenentlassungen-oktober-2022/,Germany,Unknown,214
Unico,"Sao Paulo, Non-U.S.",Other,50,0.04,24/10/2022,https://startups.com.br/noticias/unico-demite-na-area-de-vendas-e-reforca-equipe-de-tecnologia/,Brazil,Series D,336
OrCam,"Jerusalem, Non-U.S.",Healthcare,62,0.16,23/10/2022,https://www.calcalistech.com/ctechnews/article/ry5v11kgvo,Israel,Unknown,86
Antidote Health,"Tel Aviv, Non-U.S.",Healthcare,23,0.38,23/10/2022,https://www.calcalistech.com/ctechnews/article/s1xwokmvi,Israel,Unknown,36
Khoros,Austin,Sales,120,0.1,21/10/2022,https://www.bizjournals.com/austin/inno/stories/news/2022/10/21/report-layoffs-at-khoros.html,United States,Private Equity,138
F5,Seattle,Security,100,0.01,21/10/2022,https://www.geekwire.com/2022/f5-cutting-fewer-than-100-jobs-due-to-current-macroeconomic-environment/,United States,Post-IPO,
Elinvar,"Berlin, Non-U.S.",Finance,43,0.33,21/10/2022,https://financefwd.com/de/elinvar-entlassungen-funding/,Germany,Unknown,30
Synapsica,"New Delhi, Non-U.S.",Healthcare,30,0.3,21/10/2022,https://yourstory.com/2022/10/healthtech-startup-synapsica-layoffs-30-people-workforce/amp,India,Series A,4
Volta,SF Bay Area,Transportation,,0.54,21/10/2022,https://investors.voltacharging.com/news/news-details/2022/Volta-Provides-Update-on-Business-Realignment/default.aspx,United States,Post-IPO,575
Hotmart,"Belo Horizonte, Non-U.S.",Marketing,227,0.12,20/10/2022,https://www.bloomberglinea.com/english/brazils-tcv-backed-hotmart-cuts-12-of-staff-amid-drop-in-operational-efficiency/,Brazil,Series C,127
Zeus Living,SF Bay Area,Real Estate,64,0.46,20/10/2022,https://www.bizjournals.com/sanfrancisco/news/2022/10/20/zeus-living-egomotion-layoffs-flexliving-startup.html,United States,Series C,151
Loom,SF Bay Area,Product,23,0.11,20/10/2022,https://www.sfgate.com/bayarea/article/sf-based-loom-video-tech-unicorn-layoffs-17522993.php,United States,Series C,203
Sales Boomerang,Baltimore,Sales,20,,20/10/2022,https://www.housingwire.com/articles/layoffs-hit-sales-boomerang-mortgage-coach/,United States,Private Equity,5
Arrival,"London, Non-U.S.",Transportation,,,20/10/2022,https://www.ft.com/content/5278ba4a-49c0-4e99-bed1-68adfa658c62,United Kingdom,Post-IPO,629
Roofstock,SF Bay Area,Real Estate,,0.2,20/10/2022,https://www.sfgate.com/realestate/article/Controversial-Bay-Area-real-estate-unicorn-17525874.php,United States,Series E,365
Starry,Boston,Other,,0.5,20/10/2022,https://investors.starry.com/news/news-details/2022/Starry-Announces-Strong-Third-Quarter-2022-Operational-Results-Takes-Cost-Cutting-Measures-to-Conserve-Capital-as-It-Explores-Strategic-Options/default.aspx,United States,Post-IPO,260
Gopuff,Philadelphia,Food,250,,19/10/2022,https://www.bloomberg.com/news/articles/2022-10-19/gopuff-fires-hundreds-more-staff-in-third-round-of-layoffs,United States,Series H,3400
AtoB,SF Bay Area,Finance,32,0.3,19/10/2022,https://www.sfgate.com/bayarea/article/atob-lays-off-30-staff-17518327.php,United States,Series B,177
InfoSum,"London, Non-U.S.",Security,20,0.12,19/10/2022,https://www.businessinsider.com/infosum-lays-off-approximately-20-staff-amid-economic-uncertainty-2022-10,United Kingdom,Series B,88
Clever Real Estate,St. Louis,Real Estate,,,19/10/2022,https://www.bizjournals.com/stlouis/inno/stories/news/2022/10/19/clever-real-estate-layoffs-housing-market-slowdown.html,United States,Series B,13
Collibra,"Brussels, Non-U.S.",Data,,,19/10/2022,Internal memo,Belgium,Series G,596
Side,SF Bay Area,Real Estate,,,19/10/2022,https://therealdeal.com/la/2022/10/19/white-label-brokerage-side-confirms-new-round-of-layoffs/,United States,Unknown,313
Faire,SF Bay Area,Retail,84,0.07,18/10/2022,https://www.theinformation.com/briefings/e-commerce-layoff-tally-mounts-with-faire-affirm-cuts,United States,Series G,1700
Leafly,Seattle,Retail,56,0.21,18/10/2022,https://investor.leafly.com/news/news-details/2022/Leafly-Announces-Cost-Reductions-to-Strengthen-Financial-Profile/default.aspx,United States,Post-IPO,71
Ada Health,"Berlin, Non-U.S.",Healthcare,50,,17/10/2022,Internal memo,Germany,Series B,189
Tiendanube,Buenos Aires,Marketing,50,0.05,17/10/2022,https://tekiosmag.com/2022/10/17/unicornio-tiendanube-reduce-sus-operaciones-y-despide-al-5-de-su-plantilla/,Argentina,Unknown,
Microsoft,Seattle,Other,,,17/10/2022,https://www.cnbc.com/2022/10/18/microsoft-confirms-job-cuts-after-calling-for-growth-to-slow.html,United States,Post-IPO,1
Nuri,"Berlin, Non-U.S.",Crypto,,1,17/10/2022,https://www.crunchbase.com/organization/bitwala,Germany,Series B,42
Flipboard,SF Bay Area,Media,24,0.21,16/10/2022,https://www.axios.com/2022/10/17/flipboard-layoffs-21-percent-staff,United States,Unknown,235
Huawei,"Shenzen, Non-U.S.",Hardware,,,16/10/2022,https://www.thehindubusinessline.com/companies/huaweis-cut-down-on-employees-becomes-boon-for-competitors/article66018089.ece,China,Unknown,
Clear Capital,Reno,Real Estate,378,0.27,14/10/2022,https://techcrunch.com/2022/10/14/clear-capital-lays-off-27-of-its-global-staff/,United States,Unknown,
Beyond Meat,Los Angeles,Food,200,0.19,14/10/2022,https://www.cnbc.com/2022/10/14/beyond-meat-to-cut-19percent-of-its-workforce-as-sales-stock-struggle.html,United States,Post-IPO,122
Beyond Meat,Los Angeles,Food,200,0.19,14/10/2022,https://www.fooddive.com/news/beyond-meat-layoffs-cut-revenue-outlook/634141/,United States,Post-IPO,122
Flux Systems,"London, Non-U.S.",Finance,,1,14/10/2022,https://www.finextra.com/newsarticle/41132/flux-shuts-down-digital-receipts-network/payments,United Kingdom,Unknown,9
Qin1,"Noida, Non-U.S.",Education,,1,14/10/2022,https://inc42.com/buzz/exclusive-mayhem-in-edtech-sector-continues-coding-startup-qin1-shuts-down/,India,Seed,
Salesforce,SF Bay Area,Sales,90,,13/10/2022,https://www.protocol.com/bulletins/salesforce-layoffs-hiring-freeze,United States,Post-IPO,65
Playdots,New York City,Consumer,65,1,13/10/2022,https://www.theverge.com/2022/10/13/23403055/take-two-playdots-shut-down-close-two-dots-garden-tails,United States,Acquired,10
ExtraHop,Seattle,Security,,,13/10/2022,https://www.bizjournals.com/seattle/inno/stories/news/2022/10/13/extrahop-layoffs-2022-growing-sales.html,United States,Series C,61
Byju's,"Bengaluru, Non-U.S.",Education,2500,0.05,12/10/2022,https://techcrunch.com/2022/10/12/indian-edtech-giant-byjus-cuts-2500-jobs/,India,Private Equity,5500
6sense,SF Bay Area,Sales,150,0.1,12/10/2022,https://www.moneycontrol.com/news/business/startup/ai-platform-6sense-lays-off-150-employees-globally-including-several-from-india-9327791.html,United States,Series E,426
Sinch,"Stockholm, Non-U.S.",Other,150,,12/10/2022,https://uk.finance.yahoo.com/news/sinch-provides-further-details-cost-050000622.html?guccounter=1&guce_referrer=aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS8&guce_referrer_sig=AQAAADRwGUBG5kbOJSYKYLt0IB4O8FbUDo9ttkFRgcUELO6Gf8q-smbnt44fBnI2cQFSmYc-4WiXRXdWx6qJdy54DTsJ-irN2alA4VstuV5lfL5PxPrE0vqlEnbbUVGbcRKu_XA3zO7BBQ2GLIT4onEZtoyXzlECwxiIa5kcgNBN3ih4,Sweden,Post-IPO,1500
FrontRow,"Bengaluru, Non-U.S.",Education,130,0.75,12/10/2022,https://entrackr.com/2022/10/exclusive-frontrow-lays-off-75-of-workforce/,India,Series A,17
Noom,New York City,Healthcare,500,0.1,11/10/2022,https://techcrunch.com/2022/10/11/noom-tech-layoffs-diet-app/,United States,Series F,657
MX,Lehi,Finance,200,,11/10/2022,https://www.sltrib.com/news/2022/10/19/lehi-tech-company-mx-has-laid/,United States,Series C,450
Brex,SF Bay Area,Finance,136,0.11,11/10/2022,https://techcrunch.com/2022/10/11/fintech-brex-layoffs-restructuring/,United States,Series D,1500
Pacaso,SF Bay Area,Real Estate,100,0.3,11/10/2022,https://therealdeal.com/2022/10/13/pacaso-lays-off-100-workers-over-worries-of-a-pending-recession/,United States,Series C,217
Sketch,"The Hague, Non-U.S.",Other,80,,11/10/2022,https://www.linkedin.com/posts/sketchbv_its-with-heavy-hearts-that-we-share-some-activity-6985543891869429760-s8Az/,Netherlands,Series A,20
Udacity,SF Bay Area,Education,55,0.13,11/10/2022,https://www.udacity.com/blog/2022/10/a-note-from-sebastian.html,United States,Unknown,235
Linkfire,"Copenhagen, Non-U.S.",Marketing,35,0.35,11/10/2022,https://view.news.eu.nasdaq.com/view?id=bc7bad5005a84b17bcf95ce24675c058c&lang=en,Denmark,Seed,2
Emitwise,"London, Non-U.S.",Energy,,,11/10/2022,https://www.businessinsider.com/london-based-carbon-accounting-startup-emitwise-cuts-jobs-2022-10,United Kingdom,Series A,16
GSR,"Hong Kong, Non-U.S.",Crypto,,,11/10/2022,https://www.coindesk.com/business/2022/10/11/market-maker-gsr-cuts-staff-amid-crypto-winter/,Hong Kong,Unknown,
VanHack,"Vancouver, Non-U.S.",HR,,,11/10/2022,https://www.linkedin.com/posts/ilyabrotzky_today-was-a-really-tough-day-at-vanhack-activity-6985704824071753730-zpcX/,Canada,Seed,
HelloFresh,SF Bay Area,Food,611,,10/10/2022,https://www.businessinsider.com/meal-kit-maker-hellofresh-to-lay-off-600-closes-california-facility-2022-10,United States,Post-IPO,367
SurveyMonkey,SF Bay Area,Marketing,180,0.11,10/10/2022,https://www.sec.gov/ix?doc=/Archives/edgar/data/1739936/000095017022019536/mntv-20221010.htm,United States,Post-IPO,1100
Pavilion Data,SF Bay Area,Infrastructure,96,0.96,10/10/2022,https://blocksandfiles.com/2022/10/10/pavilion-data-crashes-last-nvme-over-fabrics-array-startup-has-died/,United States,Series D,103
Redesign Health,New York City,Healthcare,67,0.2,10/10/2022,https://www.fastcompany.com/90794350/scoop-redesign-health-lays-off-67-employees-a-month-after-raising-65-million,United States,Series C,315
Nyriad,Austin,Infrastructure,,0.33,10/10/2022,https://blocksandfiles.com/2022/10/13/another-one-is-biting-dust-as-nyriad-undergoes-major-layoffs/,United States,Unknown,58
Collage.com,Detroit,Retail,,1,09/10/2022,https://thedeadpixelssociety.com/collage-com-shuts-down/,United States,Acquired,
BioMarin,SF Bay Area,Healthcare,120,0.04,07/10/2022,https://www.fiercebiotech.com/biotech/biomarin-lays-120-employees-save-50m-year-us-hit-hardest,United States,Post-IPO,585
Rev.com,Austin,Data,85,,07/10/2022,https://www.statesman.com/story/business/technology/2022/10/11/austin-based-rev-com-will-lay-off-85-to-cut-costs/69553800007/,United States,Series D,30
Crypto.com,"Singapore, Non-U.S.",Crypto,2000,0.3,06/10/2022,https://www.techinasia.com/cryptocom-lays-2000-employees-dials-marketing-efforts,Singapore,Unknown,156
Peloton,New York City,Fitness,500,0.12,06/10/2022,https://www.wsj.com/articles/peloton-to-cut-another-500-jobs-in-last-bid-for-turnaround-11665011471,United States,Post-IPO,1900
Landing,Birmingham,Real Estate,110,,06/10/2022,https://www.al.com/news/birmingham/2022/10/landing-laying-off-70-jobs-in-birmingham-but-still-committed-to-growing-in-alabama.html,United States,Series C,347
Turnitin,SF Bay Area,Education,51,0.05,06/10/2022,Internal memo,United States,Acquired,
Impossible Foods,SF Bay Area,Food,50,0.06,06/10/2022,https://www.sfgate.com/local/article/impossible-foods-more-layoffs-17494557.php,United States,Series H,1900
Atome,"Singapore, Non-U.S.",Finance,,,06/10/2022,https://www.techinasia.com/atome-cuts-staff-indonesias-bnpl-p2p-divisions,Singapore,Unknown,645
First AML,"Auckland, Non-U.S.",Finance,,,06/10/2022,https://www.stuff.co.nz/business/130086557/bloodbath-awardwinning-tech-startup-firstaml-makes-sudden-restructure-announcement,New Zealand,Series B,29
Foresight Insurance,SF Bay Area,Finance,,0.4,06/10/2022,https://news.ambest.com/newscontent.aspx?refnum=244982&altsrc=176,United States,Series B,58
Spotify,"Stockholm, Non-U.S.",Media,,,06/10/2022,https://techcrunch.com/2022/10/06/spotify-cancels-11-original-podcasts-lays-off-under-5-of-staff/,Sweden,Post-IPO,2100
